Timing is on.
 brand_id |                       brand                        | t_hour | t_minute | ext_price 
  1002001 | importoamalg #1                                    |     19 |       32 |   3299.49
  5002002 | importoscholar #2                                  |     18 |       40 |   3299.20
  8009005 | maxinameless #5                                    |     17 |       15 |   3298.59
  5001001 | amalgscholar #1                                    |     18 |       39 |   3297.25
  9015011 | scholarunivamalg #11                               |     18 |        5 |   3294.20
  5003002 | exportischolar #2                                  |     18 |       45 |   3289.00
  9012005 | importounivamalg #5                                |     19 |       28 |   3287.41
 10016001 | corpamalgamalg #1                                  |     17 |        1 |   3287.34
  2002001 | importoimporto #1                                  |      8 |        7 |   3278.52
  9013002 | exportiunivamalg #2                                |     17 |       47 |   3278.20
  5002002 | importoscholar #2                                  |     19 |       58 |   3277.80
  1002001 | importoamalg #1                                    |      7 |       59 |   3277.46
  5004001 | edu packscholar #1                                 |      9 |       53 |   3276.61
  3001002 | amalgexporti #2                                    |     17 |       43 |   3276.39
  6011003 | amalgbrand #3                                      |     17 |       59 |   3275.09
  9015009 | scholarunivamalg #9                                |     18 |        2 |   3274.53
  3001001 | amalgexporti #1                                    |     19 |        7 |   3267.00
 10009008 | maxiunivamalg #8                                   |      9 |       10 |   3264.69
  3001002 | amalgexporti #2                                    |     19 |       29 |   3263.60
 10013013 | exportiamalgamalg #13                              |     17 |        9 |   3262.70
  9010009 | univunivamalg #9                                   |     17 |       50 |   3261.87
  6005001 | scholarcorp #1                                     |     17 |       46 |   3261.75
  2004002 | edu packimporto #2                                 |     19 |       40 |   3255.50
  1002002 | importoamalg #2                                    |     18 |       33 |   3253.80
  6003008 | exporticorp #8                                     |     19 |       37 |   3251.19
  4002002 | importoedu pack #2                                 |     19 |       53 |   3250.28
  6005003 | scholarcorp #3                                     |      9 |        9 |   3247.65
  6012002 | importobrand #2                                    |     17 |       22 |   3243.94
  4002001 | importoedu pack #1                                 |      9 |       20 |   3243.75
  4002002 | importoedu pack #2                                 |     18 |       46 |   3242.16
  6016003 | corpbrand #3                                       |      8 |       20 |   3241.62
  1001002 | amalgamalg #2                                      |      9 |       48 |   3238.29
  9014011 | edu packunivamalg #11                              |     18 |       28 |   3234.84
  2002001 | importoimporto #1                                  |     19 |        9 |   3230.35
  3001001 | amalgexporti #1                                    |      7 |       36 |   3227.13
  6008002 | namelesscorp #2                                    |     19 |       49 |   3225.75
  9015011 | scholarunivamalg #11                               |     18 |        3 |   3225.67
  8013007 | exportimaxi #7                                     |      8 |       17 |   3209.88
  3001001 | amalgexporti #1                                    |     19 |       53 |   3208.92
  1004001 | edu packamalg #1                                   |      8 |       18 |   3205.80
  7012010 | importonameless #10                                |      7 |       39 |   3201.89
  6002001 | importocorp #1                                     |      9 |       25 |   3197.00
  7007010 | brandbrand #10                                     |      8 |       44 |   3188.70
  9015009 | scholarunivamalg #9                                |     17 |        1 |   3187.20
  1001001 | amalgamalg #1                                      |     19 |       40 |   3185.49
  8011009 | amalgmaxi #9                                       |      9 |       22 |   3180.10
  3003002 | exportiexporti #2                                  |      9 |       16 |   3176.80
  4002001 | importoedu pack #1                                 |      9 |       42 |   3166.80
  6009004 | maxicorp #4                                        |     19 |        3 |   3166.10
  3001001 | amalgexporti #1                                    |     18 |       42 |   3165.84
  3002002 | importoexporti #2                                  |     17 |       46 |   3161.52
  3002001 | importoexporti #1                                  |     18 |       56 |   3159.00
  1003002 | exportiamalg #2                                    |     17 |       12 |   3154.86
 10012011 | importoamalgamalg #11                              |     18 |       15 |   3150.90
  1002002 | importoamalg #2                                    |     17 |        3 |   3150.40
  8008003 | namelessnameless #3                                |     18 |       21 |   3150.16
 10006002 | corpunivamalg #2                                   |     17 |       28 |   3148.94
  1004001 | edu packamalg #1                                   |     19 |       51 |   3143.02
  3004002 | edu packexporti #2                                 |     18 |        9 |   3142.80
  2001002 | amalgimporto #2                                    |     17 |       19 |   3139.66
  5003001 | exportischolar #1                                  |      8 |       33 |   3137.16
  9011009 | amalgunivamalg #9                                  |      9 |       58 |   3135.66
  2002002 | importoimporto #2                                  |     17 |       29 |   3132.00
  3003001 | exportiexporti #1                                  |     19 |       43 |   3131.25
  1004001 | edu packamalg #1                                   |      7 |       40 |   3130.71
  3002001 | importoexporti #1                                  |      6 |       40 |   3130.65
 10016009 | corpamalgamalg #9                                  |      9 |       37 |   3128.68
  5004002 | edu packscholar #2                                 |     18 |       41 |   3126.64
  1003001 | exportiamalg #1                                    |     17 |       41 |   3123.86
  6008002 | namelesscorp #2                                    |     17 |        3 |   3121.98
  6008005 | namelesscorp #5                                    |      6 |       54 |   3121.56
  7015009 | scholarnameless #9                                 |     17 |       46 |   3118.56
 10003016 | exportiunivamalg #16                               |      6 |        1 |   3118.00
 10012004 | importoamalgamalg #4                               |      9 |       49 |   3117.98
  5004001 | edu packscholar #1                                 |     18 |       56 |   3114.90
  4004002 | edu packedu pack #2                                |      9 |       22 |   3114.75
 10009015 | maxiunivamalg #15                                  |     19 |       11 |   3114.20
  3001002 | amalgexporti #2                                    |      7 |       17 |   3112.28
 10015003 | scholaramalgamalg #3                               |      6 |       36 |   3111.26
  8014005 | edu packmaxi #5                                    |      9 |       23 |   3109.96
  2002001 | importoimporto #1                                  |      8 |       26 |   3108.94
  4004001 | edu packedu pack #1                                |     17 |       17 |   3103.62
  1003002 | exportiamalg #2                                    |     19 |       52 |   3103.20
  7013009 | exportinameless #9                                 |     18 |       19 |   3101.59
  9011009 | amalgunivamalg #9                                  |     18 |       15 |   3099.09
  2001002 | amalgimporto #2                                    |      8 |       54 |   3098.18
 10010001 | univamalgamalg #1                                  |     18 |        9 |   3093.12
  2002002 | importoimporto #2                                  |     19 |        9 |   3091.76
  9016003 | corpunivamalg #3                                   |      9 |       27 |   3082.99
  9010009 | univunivamalg #9                                   |     19 |        3 |   3082.10
  7009003 | maxibrand #3                                       |     18 |       25 |   3080.78
  6001001 | amalgcorp #1                                       |      9 |       18 |   3073.96
  1003001 | exportiamalg #1                                    |     18 |       14 |   3070.86
  3003002 | exportiexporti #2                                  |     18 |       37 |   3068.20
  4004001 | edu packedu pack #1                                |     18 |       15 |   3066.60
  8007005 | brandnameless #5                                   |      8 |        6 |   3065.70
  6016003 | corpbrand #3                                       |      9 |       59 |   3061.60
  7008007 | namelessbrand #7                                   |     18 |       16 |   3061.08
  7009005 | maxibrand #5                                       |     18 |       32 |   3060.09
  1001002 | amalgamalg #2                                      |     18 |       11 |   3060.00
  8005003 | scholarnameless #3                                 |     17 |       57 |   3059.76
  9009009 | maximaxi #9                                        |      7 |       11 |   3058.55
  3001002 | amalgexporti #2                                    |     18 |       35 |   3058.30
  6002001 | importocorp #1                                     |     19 |       48 |   3058.08
  6005007 | scholarcorp #7                                     |     18 |       36 |   3058.08
  2001002 | amalgimporto #2                                    |     18 |       42 |   3053.98
  3001002 | amalgexporti #2                                    |      8 |        3 |   3053.70
  6011005 | amalgbrand #5                                      |     19 |        5 |   3053.00
  6011003 | amalgbrand #3                                      |     17 |       18 |   3047.76
  8014005 | edu packmaxi #5                                    |      9 |       42 |   3045.60
  3002001 | importoexporti #1                                  |     18 |       46 |   3044.24
  8012006 | importomaxi #6                                     |     19 |       41 |   3042.03
  6012001 | importobrand #1                                    |      8 |       50 |   3041.50
  8004005 | edu packnameless #5                                |      6 |       38 |   3039.74
 10004004 | edu packunivamalg #4                               |     17 |       11 |   3035.97
  3004002 | edu packexporti #2                                 |     18 |        5 |   3035.70
  4001001 | amalgedu pack #1                                   |     19 |       14 |   3033.16
  7001004 | amalgbrand #4                                      |     18 |       38 |   3033.14
  1004002 | edu packamalg #2                                   |     17 |       42 |   3032.89
  4001001 | amalgedu pack #1                                   |     17 |       26 |   3027.84
 10007012 | brandunivamalg #12                                 |     17 |        2 |   3025.20
  6002005 | importocorp #5                                     |     19 |        7 |   3024.42
  3003002 | exportiexporti #2                                  |     17 |       16 |   3024.36
 10001017 | amalgunivamalg #17                                 |     17 |       55 |   3022.06
  7001005 | amalgbrand #5                                      |     17 |       43 |   3016.32
 10010006 | univamalgamalg #6                                  |     18 |       57 |   3015.05
  4002001 | importoedu pack #1                                 |     17 |       25 |   3012.70
 10016006 | corpamalgamalg #6                                  |     17 |       56 |   3011.85
  3001001 | amalgexporti #1                                    |      9 |        2 |   3011.72
  2001001 | amalgimporto #1                                    |     19 |        2 |   3003.74
  1004001 | edu packamalg #1                                   |     18 |       15 |   3002.04
  3003001 | exportiexporti #1                                  |     17 |        5 |   2994.09
  3003001 | exportiexporti #1                                  |     18 |       17 |   2993.10
 10003007 | exportiunivamalg #7                                |     19 |       39 |   2992.00
  7009005 | maxibrand #5                                       |     17 |       25 |   2991.06
  7009005 | maxibrand #5                                       |      9 |       59 |   2981.16
 10015003 | scholaramalgamalg #3                               |      7 |       35 |   2978.80
 10014016 | edu packamalgamalg #16                             |     17 |       25 |   2978.43
  7001004 | amalgbrand #4                                      |     18 |       24 |   2978.39
  7013002 | exportinameless #2                                 |     18 |       45 |   2978.30
  8010009 | univmaxi #9                                        |      9 |       40 |   2977.35
  6015006 | scholarbrand #6                                    |      7 |        4 |   2975.85
  4001001 | amalgedu pack #1                                   |     18 |       51 |   2972.64
  6005001 | scholarcorp #1                                     |     19 |        9 |   2971.10
  6011001 | amalgbrand #1                                      |     17 |        0 |   2967.36
  9011009 | amalgunivamalg #9                                  |      9 |        9 |   2966.70
  9015011 | scholarunivamalg #11                               |     18 |       59 |   2966.08
  6005001 | scholarcorp #1                                     |      8 |       13 |   2965.20
  6009003 | maxicorp #3                                        |      9 |       55 |   2964.15
  8003003 | exportinameless #3                                 |     18 |        2 |   2963.73
  5003002 | exportischolar #2                                  |      8 |       55 |   2951.30
  3001001 | amalgexporti #1                                    |     18 |       46 |   2944.20
  1003001 | exportiamalg #1                                    |     19 |       25 |   2942.24
  4002001 | importoedu pack #1                                 |     18 |        5 |   2941.53
  6008007 | namelesscorp #7                                    |      9 |       12 |   2940.75
  2001001 | amalgimporto #1                                    |      7 |       11 |   2938.94
  8014005 | edu packmaxi #5                                    |     18 |       28 |   2938.74
  8004009 | edu packnameless #9                                |     17 |       49 |   2936.79
  1004001 | edu packamalg #1                                   |      9 |       48 |   2934.40
  6006004 | corpcorp #4                                        |     17 |        2 |   2934.36
  5004001 | edu packscholar #1                                 |     19 |        8 |   2931.00
  8007010 | brandnameless #10                                  |     18 |        0 |   2927.12
  1004002 | edu packamalg #2                                   |     19 |       59 |   2923.00
  9007009 | brandmaxi #9                                       |      9 |       26 |   2922.95
  4002002 | importoedu pack #2                                 |     19 |        0 |   2921.68
  7002003 | importobrand #3                                    |      9 |       30 |   2921.28
  8003009 | exportinameless #9                                 |     18 |       24 |   2919.04
  5004002 | edu packscholar #2                                 |      6 |       52 |   2919.00
  5003001 | exportischolar #1                                  |     17 |        3 |   2914.92
  3002002 | importoexporti #2                                  |     18 |       15 |   2913.80
  8013007 | exportimaxi #7                                     |     17 |        8 |   2910.48
  2004002 | edu packimporto #2                                 |     19 |       14 |   2909.28
  5003001 | exportischolar #1                                  |      9 |       15 |   2908.74
  9013002 | exportiunivamalg #2                                |      6 |        2 |   2908.35
 10014016 | edu packamalgamalg #16                             |     17 |       14 |   2905.65
  6011001 | amalgbrand #1                                      |      9 |       26 |   2905.32
  2002001 | importoimporto #1                                  |      9 |       40 |   2905.26
 10015003 | scholaramalgamalg #3                               |     18 |       55 |   2898.72
  3002001 | importoexporti #1                                  |     19 |       45 |   2898.00
  9006005 | corpmaxi #5                                        |     17 |        4 |   2897.10
  8003003 | exportinameless #3                                 |      7 |       19 |   2894.60
  1004002 | edu packamalg #2                                   |     17 |        1 |   2893.40
  1002001 | importoamalg #1                                    |     17 |       43 |   2892.04
  9014011 | edu packunivamalg #11                              |     19 |       53 |   2891.32
  1001002 | amalgamalg #2                                      |      8 |       29 |   2889.64
 10003004 | exportiunivamalg #4                                |      9 |       57 |   2889.04
  4001002 | amalgedu pack #2                                   |      9 |       30 |   2883.54
  9014011 | edu packunivamalg #11                              |      9 |       48 |   2874.90
  8004003 | edu packnameless #3                                |     19 |       18 |   2872.44
  1001001 | amalgamalg #1                                      |     18 |       10 |   2871.78
  2002001 | importoimporto #1                                  |      7 |       51 |   2867.36
  2002001 | importoimporto #1                                  |     18 |       32 |   2859.12
  8012006 | importomaxi #6                                     |     18 |       22 |   2857.40
  4004001 | edu packedu pack #1                                |     18 |        3 |   2851.81
  1002001 | importoamalg #1                                    |      7 |       33 |   2850.67
  7007005 | brandbrand #5                                      |     18 |       15 |   2850.57
  5001002 | amalgscholar #2                                    |      9 |       14 |   2846.90
  2004002 | edu packimporto #2                                 |     18 |       40 |   2843.10
  2004002 | edu packimporto #2                                 |     18 |       23 |   2838.64
  3002002 | importoexporti #2                                  |     19 |       31 |   2837.80
  9009002 | maximaxi #2                                        |     18 |        8 |   2837.64
  4002001 | importoedu pack #1                                 |      9 |       41 |   2837.12
 10008002 | namelessunivamalg #2                               |      9 |       23 |   2836.80
  1003002 | exportiamalg #2                                    |     17 |       42 |   2833.27
 10013015 | exportiamalgamalg #15                              |     19 |       44 |   2832.32
  9006005 | corpmaxi #5                                        |     19 |       11 |   2828.80
  4003001 | exportiedu pack #1                                 |      8 |       20 |   2827.51
  9001005 | amalgmaxi #5                                       |     19 |       21 |   2824.86
  5001001 | amalgscholar #1                                    |     18 |       31 |   2824.44
  9009009 | maximaxi #9                                        |     19 |       53 |   2820.34
  6014004 | edu packbrand #4                                   |     17 |        9 |   2813.72
  2003002 | exportiimporto #2                                  |      9 |       18 |   2811.52
  2003001 | exportiimporto #1                                  |      8 |       48 |   2811.06
  5001001 | amalgscholar #1                                    |      9 |       19 |   2806.68
  3004001 | edu packexporti #1                                 |     17 |       51 |   2804.30
 10016003 | corpamalgamalg #3                                  |     19 |        5 |   2796.80
  2002001 | importoimporto #1                                  |     19 |       41 |   2790.72
  7004009 | edu packbrand #9                                   |     17 |        5 |   2790.72
  3002001 | importoexporti #1                                  |      9 |       34 |   2789.60
  6011005 | amalgbrand #5                                      |      7 |       11 |   2789.52
  1004001 | edu packamalg #1                                   |      7 |        9 |   2788.12
  6011005 | amalgbrand #5                                      |     19 |       14 |   2783.55
 10016001 | corpamalgamalg #1                                  |     17 |       26 |   2781.96
  1003001 | exportiamalg #1                                    |     17 |       47 |   2781.59
  2003002 | exportiimporto #2                                  |     18 |       29 |   2779.31
  2001001 | amalgimporto #1                                    |     17 |        9 |   2775.36
  8013009 | exportimaxi #9                                     |     19 |       18 |   2774.14
  6010004 | univbrand #4                                       |     17 |       55 |   2772.90
  1004002 | edu packamalg #2                                   |     17 |       10 |   2770.12
  6008003 | namelesscorp #3                                    |     19 |        8 |   2765.05
  5003002 | exportischolar #2                                  |      7 |       40 |   2764.72
  6002003 | importocorp #3                                     |      9 |       45 |   2761.48
  6009002 | maxicorp #2                                        |     19 |       55 |   2757.70
 10005013 | scholarunivamalg #13                               |     18 |       16 |   2752.38
  8016004 | corpmaxi #4                                        |      9 |       54 |   2752.36
  5003002 | exportischolar #2                                  |     18 |       12 |   2751.92
  3001002 | amalgexporti #2                                    |      9 |       53 |   2748.20
  3003001 | exportiexporti #1                                  |      8 |       30 |   2748.06
  5001001 | amalgscholar #1                                    |     19 |        6 |   2738.34
  6009002 | maxicorp #2                                        |     17 |       45 |   2737.92
  7004009 | edu packbrand #9                                   |     19 |       55 |   2732.20
  5004001 | edu packscholar #1                                 |     18 |       15 |   2731.40
  1004002 | edu packamalg #2                                   |     19 |       24 |   2730.25
  9006005 | corpmaxi #5                                        |      9 |       58 |   2726.80
  7001004 | amalgbrand #4                                      |     18 |       18 |   2725.10
  6006003 | corpcorp #3                                        |      8 |        5 |   2722.20
  4002001 | importoedu pack #1                                 |      8 |       50 |   2721.92
  1003001 | exportiamalg #1                                    |     17 |       16 |   2719.62
  7009005 | maxibrand #5                                       |      8 |       44 |   2717.76
  1004002 | edu packamalg #2                                   |     18 |       37 |   2716.16
  6009002 | maxicorp #2                                        |      8 |       53 |   2710.80
  2001002 | amalgimporto #2                                    |     18 |        8 |   2708.10
  2001002 | amalgimporto #2                                    |     17 |       33 |   2705.67
  3004001 | edu packexporti #1                                 |      9 |       19 |   2704.08
 10003016 | exportiunivamalg #16                               |      6 |        6 |   2703.95
  7012003 | importonameless #3                                 |     17 |       22 |   2702.20
  1002002 | importoamalg #2                                    |     19 |       46 |   2702.04
  3004001 | edu packexporti #1                                 |     18 |       17 |   2699.54
  1003002 | exportiamalg #2                                    |     19 |       45 |   2698.85
  9014011 | edu packunivamalg #11                              |      9 |       27 |   2697.93
  1003001 | exportiamalg #1                                    |      6 |       49 |   2697.30
 10014016 | edu packamalgamalg #16                             |     17 |       54 |   2695.77
  9011009 | amalgunivamalg #9                                  |      9 |       11 |   2691.00
  8009005 | maxinameless #5                                    |     17 |        8 |   2686.21
  7016001 | corpnameless #1                                    |     17 |       30 |   2680.26
  1001002 | amalgamalg #2                                      |     17 |       10 |   2679.36
  5004001 | edu packscholar #1                                 |      8 |       36 |   2679.24
 10008002 | namelessunivamalg #2                               |      9 |       54 |   2677.16
  6008003 | namelesscorp #3                                    |      8 |        6 |   2674.38
  6011003 | amalgbrand #3                                      |      9 |       13 |   2673.30
  3003001 | exportiexporti #1                                  |     18 |       22 |   2671.80
  9016009 | corpunivamalg #9                                   |      9 |        6 |   2670.76
  9016003 | corpunivamalg #3                                   |      8 |       18 |   2666.52
  7015009 | scholarnameless #9                                 |      8 |        6 |   2661.31
  7014009 | edu packnameless #9                                |     18 |        6 |   2655.24
  6009004 | maxicorp #4                                        |     18 |       31 |   2653.56
  1002002 | importoamalg #2                                    |      9 |       37 |   2648.88
  1001002 | amalgamalg #2                                      |     17 |       46 |   2645.28
  5001002 | amalgscholar #2                                    |      7 |       32 |   2645.28
  7009005 | maxibrand #5                                       |      8 |       46 |   2643.20
  5001001 | amalgscholar #1                                    |      6 |       45 |   2642.97
  6012005 | importobrand #5                                    |     19 |        5 |   2639.66
  5004002 | edu packscholar #2                                 |      9 |        6 |   2630.16
  6006003 | corpcorp #3                                        |      8 |       28 |   2629.74
  1001002 | amalgamalg #2                                      |     19 |        9 |   2627.52
  7007005 | brandbrand #5                                      |     17 |       57 |   2625.29
  3004002 | edu packexporti #2                                 |      9 |       56 |   2623.50
  1003002 | exportiamalg #2                                    |      8 |       47 |   2614.14
  7009005 | maxibrand #5                                       |      9 |       56 |   2613.64
  6002005 | importocorp #5                                     |     19 |       27 |   2608.70
  8003003 | exportinameless #3                                 |     18 |       46 |   2608.54
  4004001 | edu packedu pack #1                                |     17 |       38 |   2607.61
  7015009 | scholarnameless #9                                 |      9 |       19 |   2607.10
  4001001 | amalgedu pack #1                                   |      7 |       14 |   2603.12
  5003002 | exportischolar #2                                  |      9 |       45 |   2591.58
  3002001 | importoexporti #1                                  |     19 |       50 |   2585.52
  1002002 | importoamalg #2                                    |     18 |       11 |   2585.19
  5003001 | exportischolar #1                                  |      8 |       10 |   2584.44
  4002002 | importoedu pack #2                                 |      7 |       21 |   2584.40
  3004002 | edu packexporti #2                                 |      9 |       52 |   2581.70
  5003001 | exportischolar #1                                  |     17 |       25 |   2577.71
  8004005 | edu packnameless #5                                |     17 |       12 |   2575.32
  8003009 | exportinameless #9                                 |     17 |       44 |   2573.55
  1002002 | importoamalg #2                                    |      9 |       35 |   2573.34
  4002002 | importoedu pack #2                                 |      9 |       17 |   2573.15
  7014001 | edu packnameless #1                                |     19 |       53 |   2570.13
  1001002 | amalgamalg #2                                      |     17 |       26 |   2565.64
  1003001 | exportiamalg #1                                    |     17 |       40 |   2564.76
  8008003 | namelessnameless #3                                |     19 |       35 |   2560.96
  4002001 | importoedu pack #1                                 |     19 |       43 |   2560.00
  6003008 | exporticorp #8                                     |      9 |        1 |   2559.05
  1004001 | edu packamalg #1                                   |     17 |       59 |   2557.72
  8003010 | exportinameless #10                                |     17 |       51 |   2555.31
  6015005 | scholarbrand #5                                    |     17 |       32 |   2553.06
  4003001 | exportiedu pack #1                                 |     18 |       22 |   2552.08
  7009003 | maxibrand #3                                       |     17 |       53 |   2552.00
  1004002 | edu packamalg #2                                   |     18 |       18 |   2551.16
  4003001 | exportiedu pack #1                                 |     18 |       49 |   2547.00
  4004002 | edu packedu pack #2                                |      8 |       33 |   2544.46
  6008002 | namelesscorp #2                                    |     18 |       22 |   2541.76
  2002002 | importoimporto #2                                  |     19 |       22 |   2540.64
  8008003 | namelessnameless #3                                |     19 |       50 |   2538.02
  5004001 | edu packscholar #1                                 |      9 |       51 |   2537.25
  7013007 | exportinameless #7                                 |     17 |       44 |   2531.75
  5001001 | amalgscholar #1                                    |      6 |       58 |   2531.64
  2002001 | importoimporto #1                                  |     17 |       28 |   2531.43
  7010009 | univnameless #9                                    |     17 |       41 |   2529.30
  5002002 | importoscholar #2                                  |     18 |       55 |   2526.81
  3003002 | exportiexporti #2                                  |     19 |       44 |   2526.65
  6003003 | exporticorp #3                                     |      9 |       23 |   2525.00
  6006004 | corpcorp #4                                        |     17 |       59 |   2524.15
  5002001 | importoscholar #1                                  |      9 |       40 |   2519.13
  9006008 | corpmaxi #8                                        |      6 |       21 |   2517.86
  7013007 | exportinameless #7                                 |     18 |       48 |   2509.38
  2004002 | edu packimporto #2                                 |     19 |       29 |   2507.89
  8013007 | exportimaxi #7                                     |     18 |       15 |   2505.65
  7013009 | exportinameless #9                                 |      6 |        9 |   2504.54
  1001001 | amalgamalg #1                                      |      6 |        0 |   2501.73
  1003001 | exportiamalg #1                                    |     17 |       46 |   2499.06
  6011008 | amalgbrand #8                                      |     18 |       26 |   2499.00
  4004001 | edu packedu pack #1                                |      8 |       47 |   2493.36
  9011009 | amalgunivamalg #9                                  |     19 |       22 |   2489.48
  1003001 | exportiamalg #1                                    |     17 |       18 |   2478.00
  2001001 | amalgimporto #1                                    |     17 |       47 |   2478.00
  6014002 | edu packbrand #2                                   |      9 |       13 |   2476.50
  5003001 | exportischolar #1                                  |     17 |       24 |   2474.79
  9006005 | corpmaxi #5                                        |     19 |       10 |   2471.40
  5001002 | amalgscholar #2                                    |     18 |       47 |   2470.95
 10016013 | corpamalgamalg #13                                 |     19 |       41 |   2470.05
  1002002 | importoamalg #2                                    |     18 |       48 |   2469.67
  2001001 | amalgimporto #1                                    |     18 |       55 |   2468.64
  5004002 | edu packscholar #2                                 |     19 |       57 |   2468.19
  3004002 | edu packexporti #2                                 |     19 |       44 |   2465.37
  5003001 | exportischolar #1                                  |     19 |       50 |   2465.00
  7003005 | exportibrand #5                                    |      8 |       46 |   2464.68
  5003002 | exportischolar #2                                  |     19 |       56 |   2463.16
  7015007 | scholarnameless #7                                 |     18 |       38 |   2460.92
  5003001 | exportischolar #1                                  |     18 |       22 |   2459.00
  3003002 | exportiexporti #2                                  |      9 |       29 |   2454.00
  6014002 | edu packbrand #2                                   |     17 |       43 |   2452.84
  7004009 | edu packbrand #9                                   |     17 |       52 |   2452.52
  7004009 | edu packbrand #9                                   |     17 |       47 |   2451.48
  9008002 | namelessmaxi #2                                    |      7 |       50 |   2451.33
  9007009 | brandmaxi #9                                       |     17 |        6 |   2450.88
  3002002 | importoexporti #2                                  |      6 |       25 |   2448.60
  3001001 | amalgexporti #1                                    |     17 |        4 |   2445.28
 10009015 | maxiunivamalg #15                                  |     17 |        1 |   2443.50
  2004002 | edu packimporto #2                                 |     19 |       39 |   2441.22
  7010009 | univnameless #9                                    |     18 |       19 |   2439.48
  6009004 | maxicorp #4                                        |     19 |       29 |   2433.73
 10008002 | namelessunivamalg #2                               |      9 |       13 |   2432.70
  4002002 | importoedu pack #2                                 |     18 |       54 |   2428.44
  5001002 | amalgscholar #2                                    |     17 |       45 |   2425.79
  4002002 | importoedu pack #2                                 |     17 |       12 |   2425.13
  8014005 | edu packmaxi #5                                    |      8 |       33 |   2422.80
  1002001 | importoamalg #1                                    |      9 |       34 |   2421.51
  6008005 | namelesscorp #5                                    |      9 |       29 |   2418.36
  7009010 | maxibrand #10                                      |     17 |       41 |   2416.86
  7009003 | maxibrand #3                                       |     17 |       59 |   2416.13
  3003001 | exportiexporti #1                                  |     17 |       46 |   2415.40
  1003001 | exportiamalg #1                                    |      9 |       50 |   2409.66
  7015007 | scholarnameless #7                                 |      8 |       46 |   2409.40
  7009003 | maxibrand #3                                       |     17 |       56 |   2408.07
  2002002 | importoimporto #2                                  |     17 |       17 |   2406.40
  7008009 | namelessbrand #9                                   |      9 |       35 |   2400.62
  3002002 | importoexporti #2                                  |     18 |       40 |   2400.61
  7002008 | importobrand #8                                    |     18 |        1 |   2396.64
  6006004 | corpcorp #4                                        |     19 |       48 |   2393.58
  1004001 | edu packamalg #1                                   |     19 |       14 |   2388.86
 10010006 | univamalgamalg #6                                  |     19 |        7 |   2384.25
  5004001 | edu packscholar #1                                 |      9 |       34 |   2382.24
  2002002 | importoimporto #2                                  |     18 |       53 |   2382.00
  7009010 | maxibrand #10                                      |      9 |        4 |   2381.88
  2002002 | importoimporto #2                                  |      8 |       36 |   2381.04
  4002001 | importoedu pack #1                                 |     18 |       55 |   2379.75
  5004001 | edu packscholar #1                                 |      7 |       30 |   2379.60
  7016001 | corpnameless #1                                    |     17 |       58 |   2377.20
  2001001 | amalgimporto #1                                    |      9 |       54 |   2370.00
 10001017 | amalgunivamalg #17                                 |      7 |        6 |   2369.84
  1003001 | exportiamalg #1                                    |     18 |       12 |   2367.78
  4002001 | importoedu pack #1                                 |      9 |       43 |   2367.68
 10011014 | amalgamalgamalg #14                                |     17 |       57 |   2366.56
  2003001 | exportiimporto #1                                  |      9 |        1 |   2364.67
  9015011 | scholarunivamalg #11                               |      9 |        1 |   2364.06
  9015011 | scholarunivamalg #11                               |     18 |       40 |   2360.52
  9010009 | univunivamalg #9                                   |     19 |        0 |   2360.00
  2002001 | importoimporto #1                                  |     17 |       38 |   2358.60
  5001002 | amalgscholar #2                                    |     19 |       46 |   2356.40
  1002002 | importoamalg #2                                    |      9 |       16 |   2353.51
  8002009 | importonameless #9                                 |     17 |       38 |   2351.04
  7001005 | amalgbrand #5                                      |     18 |       49 |   2350.04
  2002001 | importoimporto #1                                  |      6 |       44 |   2348.39
  5003002 | exportischolar #2                                  |      8 |       36 |   2346.30
 10002012 | importounivamalg #12                               |      7 |       32 |   2346.19
  2004002 | edu packimporto #2                                 |     17 |       36 |   2343.53
  1004002 | edu packamalg #2                                   |      9 |       53 |   2341.75
  4002002 | importoedu pack #2                                 |      8 |       59 |   2336.80
  1004002 | edu packamalg #2                                   |     18 |       17 |   2336.40
  3003002 | exportiexporti #2                                  |      9 |       56 |   2331.00
  7001009 | amalgbrand #9                                      |      9 |       29 |   2330.88
  2002001 | importoimporto #1                                  |     17 |       37 |   2328.78
  2004002 | edu packimporto #2                                 |     18 |       32 |   2328.14
  9014005 | edu packunivamalg #5                               |      8 |        2 |   2325.87
 10013015 | exportiamalgamalg #15                              |     18 |       47 |   2325.84
  2004001 | edu packimporto #1                                 |     17 |       21 |   2325.60
  7012010 | importonameless #10                                |     18 |       40 |   2322.54
  7001005 | amalgbrand #5                                      |     18 |       47 |   2319.20
  9014008 | edu packunivamalg #8                               |     18 |       50 |   2315.20
  6008002 | namelesscorp #2                                    |      9 |       11 |   2311.08
  2004001 | edu packimporto #1                                 |     18 |       32 |   2310.54
  8004003 | edu packnameless #3                                |     19 |       56 |   2310.24
  3004001 | edu packexporti #1                                 |      8 |       45 |   2308.02
  9009002 | maximaxi #2                                        |      9 |       21 |   2307.90
  5003002 | exportischolar #2                                  |     18 |       29 |   2306.20
  5003002 | exportischolar #2                                  |      9 |       22 |   2302.65
  7003001 | exportibrand #1                                    |      8 |        6 |   2300.76
  2001002 | amalgimporto #2                                    |     17 |       51 |   2300.40
  5003001 | exportischolar #1                                  |      6 |       18 |   2299.68
